id,name,size,aui
11568,Meningitis in bacterial diseases classified elsewhere,1000,A1411709
11569,Meningitis in other infectious and parasitic diseases classified elsewhere,1000,A1411711
11570,Encephalitis myelitis and encephalomyelitis in diseases classified elsewhere,1000,A1411713
11571,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,1000,A1411715
11572,Other degenerative disorders of nervous system in diseases classified elsewhere,1000,A1411717
11573,Vascular syndromes of brain in cerebrovascular diseases,1000,A1411719
11574,Cranial nerve disorders in diseases classified elsewhere,1000,A1411721
11575,Mononeuropathy in diseases classified elsewhere,1000,A1411723
11576,Polyneuropathy in diseases classified elsewhere,1000,A1411725
11577,Disorders of myoneural junction and muscle in diseases classified elsewhere,1000,A1411727
11578,Other disorders of brain in diseases classified elsewhere,1000,A1411729
11579,Other disorders of nervous system in diseases classified elsewhere,1000,A1411731
11580,Disorders of eyelid in diseases classified elsewhere,1000,A1411733
11581,Disorders of lacrimal system and orbit in diseases classified elsewhere,1000,A1411735
11582,Disorders of conjunctiva in diseases classified elsewhere,1000,A1411737
11583,Disorders of sclera and cornea in diseases classified elsewhere,1000,A1411739
11584,Disorders of iris and ciliary body in diseases classified elsewhere,1000,A1411741
11585,Cataract and other disorders of lens in diseases classified elsewhere,1000,A1411743
11586,Chorioretinal disorders in diseases classified elsewhere,1000,A1411745
11587,Retinal disorders in diseases classified elsewhere,1000,A1411747
11588,Disorders of vitreous body and globe in diseases classified elsewhere,1000,A1411751
11589,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,1000,A1411753
11590,Other disorders of eye and adnexa in diseases classified elsewhere,1000,A1411755
11591,Disorders of external ear in diseases classified elsewhere,1000,A1411757
11592,Otitis media in diseases classified elsewhere,1000,A1411759
11593,Other disorders of middle ear and mastoid in diseases classified elsewhere,1000,A1411761
11594,Other disorders of ear in diseases classified elsewhere,1000,A1411763
11595,Pericarditis in diseases classified elsewhere,1000,A1411765
11596,Endocarditis and heart valve disorders in diseases classified elsewhere,1000,A1411767
11597,Myocarditis in diseases classified elsewhere,1000,A1411769
11598,Cardiomyopathy in diseases classified elsewhere,1000,A1411771
11599,Other heart disorders in diseases classified elsewhere,1000,A1411773
11600,Cerebrovascular disorders in diseases classified elsewhere,1000,A1411775
11601,Disorders of arteries arterioles and capillaries in diseases classified elsewhere,1000,A1411777
11602,Other disorders of circulatory system in diseases classified elsewhere,1000,A1411779
11603,Pneumonia in diseases classified elsewhere,1000,A1411781
11604,Respiratory disorders in diseases classified elsewhere,1000,A1411783
11605,Disorders of oesophagus in diseases classified elsewhere,1000,A1411785
11606,Disorders of peritoneum in infectious diseases classified elsewhere,1000,A1411789
11607,Liver disorders in diseases classified elsewhere,1000,A1411791
11608,Disorders of gallbladder biliary tract and pancreas in diseases classified elsewhere,1000,A1411793
11609,Disorders of other digestive organs in diseases classified elsewhere,1000,A1411795
11610,Erythema in diseases classified elsewhere,1000,A1411797
11611,Nail disorders in diseases classified elsewhere,1000,A1411799
11612,Direct infections of joint in infectious and parasitic diseases classified elsewhere,894,A1411801
11613,Postinfective and reactive arthropathies in diseases classified elsewhere,894,A1411803
11614,Psoriatic and enteropathic arthropathies,894,A1411805
11615,Juvenile arthritis in diseases classified elsewhere,894,A1411807
11616,Arthropathies in other diseases classified elsewhere,894,A1411809
11617,Spondylopathies in diseases classified elsewhere,894,A1411813
11618,Disorders of muscle in diseases classified elsewhere,894,A1411815
11619,Disorders of synovium and tendon in diseases classified elsewhere,894,A1411817
11620,Soft tissue disorders in diseases classified elsewhere,894,A1411819
11621,Osteoporosis in diseases classified elsewhere,894,A1411821
11622,Osteopathies in diseases classified elsewhere,894,A1411823
11623,Glomerular disorders in diseases classified elsewhere,1000,A1411825
11624,Calculus of urinary tract in diseases classified elsewhere,1000,A1411827
11625,Other disorders of kidney and ureter in diseases classified elsewhere,1000,A1411829
11626,Bladder disorders in diseases classified elsewhere,1000,A1411831
11627,Urethral disorders in diseases classified elsewhere,1000,A1411833
11628,Female pelvic inflammatory disorders in diseases classified elsewhere,1000,A1411835
11629,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,1000,A1411837
11630,Poisoning by hormones and their synthetic substitutes and antagonists not elsewhere classified,1000,A1411839
11631,Speech therapy,894,A0459975
11632,Feeding difficulties and mismanagement,894,A0284165
11633,Artificial insemination,894,A0391890
11634,Palliative care,894,A0767551
11635,Sex counselling unspecified,894,A1083197
11636,Need for immunization against mumps alone,894,A1009552
11637,Need for immunization against measles alone,894,A1009548
11638,Need for immunization against rubella alone,894,A1009579
11639,Need for immunization against cholera alone,894,A1009529
11640,Pulmonary heart disease and diseases of pulmonary circulation,1154,A0779648
11641,Brachial plexus disorders,894,A0881385
11642,Candidiasis of vulva and vagina,894,A0240234
11643,Failed examinations,894,A0938482
11644,Varicella meningitis,894,A0816078
11645,Zoster meningitis,894,A1122810
11646,Alcohol rehabilitation,894,A0357358
11647,Exposure to noise,894,A0244259
11648,Supervision of normal pregnancy,1000,A0801951
11649,Supervision of normal pregnancy unspecified,894,A1095253
11650,Congenital malformations of spleen,894,A0903918
11651,Radiculopathy,816,A0451631
11652,Congenital hypertrophic pyloric stenosis,894,A0283238
11653,Ear piercing,894,A0550240
11654,Special screening examination for diabetes mellitus,894,A1088604
11655,Respiratory condition of newborn unspecified,894,A1069677
11656,Adrenogenital disorders,1000,A0240596
11657,Adrenogenital disorder unspecified,894,A0859528
11658,Nonrheumatic tricuspid valve disorder unspecified,894,A0753895
11659,Nonrheumatic tricuspid valve disorders,1000,A1012807
11660,Acute mastoiditis,894,A0275330
11661,Birth injury to spleen,894,A0878891
11662,During surgical operation,816,A0923151
11663,Arthritis mutilans,816,A0535523
11664,Congenital absence of (ear) auricle,894,A0903207
11665,Palsy of conjugate gaze,894,A0265475
11666,Polyarthrosis,894,A1051346
11667,Polyarthrosis unspecified,816,A1051348
11668,Thalassaemia trait,894,A1102169
11669,Constitutional aplastic anaemia,894,A0679129
11670,Acne,1000,A0019095
11671,Acne unspecified,894,A0857558
11672,Pes cavus,894,A0575489
11673,Nasal cavity,816,A0438484
11674,Liver disorders in pregnancy childbirth and the puerperium,894,A0988362
11675,Diseases of the circulatory system,1414,A1411630
11676,Drug rehabilitation,894,A0357378
11677,Spontaneous abortion incomplete without complication,894,A1090042
11678,Juvenile osteochondrosis unspecified,816,A0978394
11679,Infective myocarditis,894,A0968717
11680,Pyothorax without fistula,894,A1060190
11681,Lower lip inner aspect,816,A0989997
11682,In vitro fertilization,894,A0967228
11683,Hair transplant,894,A0337499
11684,Attention to artificial openings,1000,A0536054
11685,Attention to unspecified artificial opening,894,A0536097
11686,Counselling unspecified,894,A0908558
11687,Pyothorax with fistula,894,A1060188
11688,Immunodeficiency with increased immunoglobulin M [IgM],894,A0966611
11689,Aortic aneurysm of unspecified site ruptured,894,A0241834
11690,Malignant neoplasm of parotid gland,894,A0268870
11691,Fracture of base of skull,894,A0284503
11692,Malignant neoplasm of adrenal gland,894,A0270039
11693,Adrenal gland unspecified,816,A0859503
11694,Alzheimer's disease with early onset,894,A0643116
11695,Dementia in Alzheimer's disease with early onset,894,A0685204
11696,Biliary tract unspecified,816,A0877342
11697,Mosquito-borne viral encephalitis,1000,A0240041
11698,Mosquito-borne viral encephalitis unspecified,894,A0746865
11699,Narcolepsy and cataplexy,894,A1009054
11700,Classical phenylketonuria,894,A0542473
11701,Flaccid tetraplegia,894,A0944097
11702,Malignant neoplasm of thymus,894,A0269470
11703,Malignant neoplasm of tonsil,894,A0268985
11704,Tonsil unspecified,816,A1104184
11705,Malignant neoplasms of urinary tract,1000,A1411590
11706,Ataxic gait,894,A0392126
11707,Vestibular neuronitis,894,A0001161
11708,Epidemic vertigo,894,A0268108
11709,Lesion of femoral nerve,894,A0986605
11710,Disorders of olfactory nerve,894,A0919626
11711,Disorders of glossopharyngeal nerve,894,A0919602
11712,Disorders of meninges not elsewhere classified,894,A0689146
11713,Mesothelioma of pleura,816,A1001217
11714,Other bacterial agents as the cause of diseases classified to other chapters,1000,A1027879
11715,Polyp of stomach and duodenum,894,A1848535
11716,Other bursitis not elsewhere classified,816,A1028061
11717,Hypertensive renal disease,1000,A0265095
11718,Hypospadias,1000,A0071413
11719,Hypospadias unspecified,894,A0963190
11720,Carcinoma in situ of cervix uteri,1000,A0271331
11721,Cervix unspecified,894,A0893876
11722,Pre-existing diabetes mellitus insulin-dependent,894,A0775936
11723,Pre-existing diabetes mellitus non-insulin-dependent,894,A0775939
11724,Pre-existing malnutrition-related diabetes mellitus,894,A0775950
11725,Pre-existing diabetes mellitus unspecified,894,A1054149
11726,Haemangioma and lymphangioma any site,1000,A0955868
11727,Atypical virus infection of central nervous system unspecified,894,A1844114
11728,Atypical virus infections of central nervous system,1000,A1844116
11729,Breech extraction,894,A0660801
11730,Spontaneous breech delivery,894,A0798802
11731,Prepatellar bursitis,816,A0243349
11732,Antidotes and chelating agents not elsewhere classified,816,A0866316
11733,Occupational health examination,894,A1020067
11734,Person with feared complaint in whom no diagnosis is made,894,A1047008
11735,Antithyroid drugs,816,A0646480
11736,Salicylates,816,A0113664
11737,Succinimides,816,A0120691
11738,Paraldehyde,816,A0097526
11739,Expectorants,816,A0057189
11740,Bacterial vaccines,894,A0393990
11741,BCG vaccine,816,A0392842
11742,Plague vaccine,816,A0447116
11743,Chloramphenicol group,816,A0895451
11744,Lumbosacral root disorders not elsewhere classified,894,A0990352
11745,Infestation unspecified,894,A0723159
11746,Sleep disorders,1000,A0459329
11747,Sleep disorder unspecified,894,A1087189
11748,Budd-Chiari syndrome,894,A0396214
11749,Other complications of labour and delivery not elsewhere classified,1000,A1028459
11750,Post-traumatic wound infection not elsewhere classified,894,A1052401
11751,Other adverse effects not elsewhere classified,894,A1027273
11752,Thoracic root disorders not elsewhere classified,894,A1103125
11753,Diseases of mediastinum not elsewhere classified,894,A0918963
11754,Hereditary disturbances in tooth structure not elsewhere classified,894,A0715930
11755,Vesical fistula not elsewhere classified,894,A0816898
11756,Sacroiliitis not elsewhere classified,816,A0788481
11757,Hereditary nephropathy not elsewhere classified,1000,A0958965
11758,Hereditary nephropathy not elsewhere classified unspecified,894,A0958993
11759,Hereditary nephropathy not elsewhere classified minor glomerular abnormality,894,A0958988
11760,Hereditary nephropathy not elsewhere classified focal and segmental glomerular lesions,894,A0958985
11761,Hereditary nephropathy not elsewhere classified diffuse membranous glomerulonephritis,894,A0958976
11762,Hereditary nephropathy not elsewhere classified diffuse mesangial proliferative glomerulonephritis,894,A0958979
11763,Hereditary nephropathy not elsewhere classified diffuse endocapillary proliferative glomerulonephritis,894,A0958973
11764,Hereditary nephropathy not elsewhere classified diffuse mesangiocapillary glomerulonephritis,894,A0958982
11765,Hereditary nephropathy not elsewhere classified dense deposit disease,894,A0958967
11766,Hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,894,A0958970
11767,Biomechanical lesions not elsewhere classified,1000,A0877640
11768,Other injuries involving multiple body regions not elsewhere classified,1000,A1030245
11769,Central nervous system stimulants not elsewhere classified,894,A0893046
11770,Social role conflict not elsewhere classified,894,A1087721
11771,Psychotherapy not elsewhere classified,894,A0779286
11772,Preparatory care for subsequent treatment not elsewhere classified,894,A1054862
11773,Other air transport accidents not elsewhere classified,816,A1027311
11774,Other specified zoonotic bacterial diseases not elsewhere classified,894,A0763881
11775,HIV disease resulting in haematological and immunological abnormalities not elsewhere classified,894,A0954664
11776,Retrovirus infections not elsewhere classified,894,A0784739
11777,Stricture and atresia of vagina,894,A1092384
11778,Excessive frequent and irregular menstruation,1000,A0931358
11779,Other parasitologically confirmed malaria not elsewhere classified,894,A0762356
11780,Other megaloblastic anaemias not elsewhere classified,894,A1030698
11781,Other specified disorders involving the immune mechanism not elsewhere classified,894,A1033258
11782,Hypothalamic dysfunction not elsewhere classified,894,A0720053
11783,Other disorders of electrolyte and fluid balance not elsewhere classified,894,A1029233
11784,Bacterial meningoencephalitis and meningomyelitis not elsewhere classified,894,A0875077
11785,Vascular headache not elsewhere classified,894,A1116387
11786,Drug-induced headache not elsewhere classified,894,A0922606
11787,Mitochondrial myopathy not elsewhere classified,894,A1002696
11788,Inflammatory myopathy not elsewhere classified,894,A0969226
11789,Other disorders of nervous system not elsewhere classified,1000,A1029271
11790,Diseases of veins lymphatic vessels and lymph nodes not elsewhere classified,1154,A0688629
11791,Other postprocedural disorders of circulatory system not elsewhere classified,894,A1032060
11792,Upper respiratory inflammation due to chemicals gases fumes and vapours not elsewhere classified,894,A0814443
11793,Other cysts of oral region not elsewhere classified,894,A0760660
11794,Neurogenic bowel not elsewhere classified,894,A0752396
11795,Granulomatous hepatitis not elsewhere classified,894,A0710167
11796,Other postprocedural disorders of digestive system not elsewhere classified,894,A0762540
11797,Other specific arthropathies not elsewhere classified,816,A1032751
11798,Other specific joint derangements not elsewhere classified,816,A1032757
11799,Sacrococcygeal disorders not elsewhere classified,816,A1078032
11800,Muscle wasting and atrophy not elsewhere classified,816,A1006505
11801,Synovial hypertrophy not elsewhere classified,816,A1097063
11802,Other enthesopathies not elsewhere classified,816,A1029496
11803,Toxic nephropathy not elsewhere classified,894,A1105154
11804,Hydronephrosis with ureteral stricture not elsewhere classified,894,A0962466
11805,Uninhibited neuropathic bladder not elsewhere classified,894,A1111140
11806,Reflex neuropathic bladder not elsewhere classified,894,A1066163
11807,Severe cervical dysplasia not elsewhere classified,894,A1083025
11808,Severe vaginal dysplasia not elsewhere classified,894,A1083088
11809,Severe vulvar dysplasia not elsewhere classified,894,A1083093
11810,Other obstetric conditions not elsewhere classified,1154,A1031110
11811,Fetus and newborn affected by other medical procedures on mother not elsewhere classified,894,A0941699
11812,Other congenital anaemias not elsewhere classified,894,A1028594
11813,Other transitory neonatal disorders of thyroid function not elsewhere classified,894,A1035527
11814,Neonatal goitre not elsewhere classified,894,A1010089
11815,Complications of intrauterine procedures not elsewhere classified,894,A0902337
11816,Congenital malformations of palate not elsewhere classified,894,A0903907
11817,Other phakomatoses not elsewhere classified,894,A1032000
11818,Other specified congenital malformation syndromes not elsewhere classified,894,A1033017
11819,Difficulty in walking not elsewhere classified,894,A0917844
11820,Haemorrhage not elsewhere classified,1000,A0956377
11821,Injury of blood vessels of head not elsewhere classified,894,A0971087
11822,Antigonadotrophins antiestrogens antiandrogens not elsewhere classified,894,A0866350
11823,Mixed antiepileptics not elsewhere classified,894,A1002768
11824,Other psychotropic drugs not elsewhere classified,894,A1032261
11825,Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics not elsewhere classified,894,A1031884
11826,Other antidysrhythmic drugs not elsewhere classified,894,A1027756
11827,Other antihypertensive drugs not elsewhere classified,894,A1027765
11828,Congenital malformation of face and neck unspecified,894,A0903716
11829,Local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,894,A0988738
11830,Paints and dyes not elsewhere classified,894,A1040628
11831,Other adverse food reactions not elsewhere classified,894,A1027276
11832,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,894,A1028442
11833,Fetus and newborn affected by maternal hypertensive disorders,894,A0941625
11834,Fetus and newborn affected by maternal renal and urinary tract diseases,894,A0941635
11835,Fetus and newborn affected by maternal nutritional disorders,894,A0941633
11836,Fetus and newborn affected by maternal injury,894,A0941629
11837,Fetus and newborn affected by forceps delivery,894,A0941596
11838,Rh isoimmunization of fetus and newborn,894,A1071360
11839,Other complications following immunization not elsewhere classified,894,A1028396
11840,Sequelae of complications of surgical and medical care not elsewhere classified,894,A1082054
11841,Occupational therapy and vocational rehabilitation not elsewhere classified,894,A1020081
11842,Inadequate social skills not elsewhere classified,894,A0967282
11843,Personal history of other specified risk-factors not elsewhere classified,894,A1047203
11844,Personal history of major surgery not elsewhere classified,894,A1047109
11845,Mental and behavioural disorders associated with the puerperium not elsewhere classified,1000,A0742890
11846,Other mental and behavioural disorders associated with the puerperium not elsewhere classified,894,A0761811
11847,Contact with lifting and transmission devices not elsewhere classified,894,A0905386
11848,Hormones and their synthetic substitutes and antagonists not elsewhere classified,894,A0961676
11849,Antigonadotrophins antiestrogens antiandrogens not elsewhere classified,816,A0866351
11850,Other primarily systemic agents not elsewhere classified,816,A1032107
11851,Barbiturates not elsewhere classified,816,A0875500
11852,Mixed sedatives and hypnotics not elsewhere classified,816,A1002872
11853,Psychotropic drugs not elsewhere classified,894,A1059392
11854,Other psychotropic drugs not elsewhere classified,816,A1032262
11855,Methylxanthines not elsewhere classified,816,A1001641
11856,Ganglionic blocking drugs not elsewhere classified,816,A0949548
11857,Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics not elsewhere classified,816,A1031885
11858,Predominantly alpha-adrenoreceptor agonists not elsewhere classified,816,A1054292
11859,Predominantly beta-adrenoreceptor agonists not elsewhere classified,816,A1054298
11860,Alpha-adrenoreceptor antagonists not elsewhere classified,816,A0862343
11861,Beta-adrenoreceptor antagonists not elsewhere classified,816,A0876922
11862,Centrally acting and adrenergic-neuron-blocking agents not elsewhere classified,816,A0893116
11863,Other antidysrhythmic drugs not elsewhere classified,816,A1027757
11864,Coronary vasodilators not elsewhere classified,816,A0907351
11865,Other antihypertensive drugs not elsewhere classified,816,A1027766
11866,Mineral salts not elsewhere classified,816,A1002301
11867,Antiasthmatics not elsewhere classified,816,A0866163
11868,Local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,816,A0988739
11869,Anaesthesiology devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A0863517
11870,Cardiovascular devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A0891569
11871,Gastroenterology and urology devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A0949841
11872,General hospital and personal-use devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A0950258
11873,Neurological devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1011061
11874,Obstetric and gynaecological devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1017995
11875,Ophthalmic devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1023830
11876,Radiological devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1063344
11877,Orthopaedic devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1025190
11878,Physical medicine devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1048081
11879,General- and plastic-surgery devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A0950326
11880,Other and unspecified medical devices associated with adverse incidents miscellaneous devices not elsewhere classified,816,A1027582
11881,Lipomatosis not elsewhere classified,894,A0988062
11882,Cervical root disorders not elsewhere classified,894,A0893721
11883,Viral pneumonia not elsewhere classified,1000,A1118096
11884,Hepatomegaly with splenomegaly not elsewhere classified,894,A0958824
11885,Hepatomegaly and splenomegaly not elsewhere classified,1000,A0958822
11886,Speech disturbances not elsewhere classified,1000,A1088927
11887,Adverse effects not elsewhere classified,1000,A0859962
11888,Family history of other disabilities and chronic diseases leading to disablement not elsewhere classified,894,A0940176
11889,Acquired absence of organs not elsewhere classified,1000,A0857673
11890,Antirheumatics not elsewhere classified,894,A0866466
11891,Alpha-adrenoreceptor antagonists not elsewhere classified,894,A0862342
11892,Complications of surgical and medical care not elsewhere classified,1154,A0317713
11893,Deaf mutism not elsewhere classified,894,A0913467
11894,Other complications of procedures not elsewhere classified,894,A0760530
11895,Radiological examination not elsewhere classified,894,A0781742
11896,Complications of procedures not elsewhere classified,1000,A0902372
11897,Stiffness of joint not elsewhere classified,816,A0799890
11898,Mild mental and behavioural disorders associated with the puerperium not elsewhere classified,894,A0744913
11899,Severe mental and behavioural disorders associated with the puerperium not elsewhere classified,894,A0794980
11900,Abnormality of white blood cells not elsewhere classified,1000,A0852588
11901,Congenital malformations of the musculoskeletal system not elsewhere classified,1000,A0903923
11902,Ectopic hormone secretion not elsewhere classified,894,A0692775
11903,Enzymes not elsewhere classified,816,A0929308
11904,Vitamins not elsewhere classified,816,A1118373
11905,Enzymes not elsewhere classified,894,A0929307
11906,Vitamins not elsewhere classified,894,A1118372
11907,Arthritis in mycoses,816,A0868664
11908,Arthropathy following intestinal bypass,816,A0868813
11909,Septicaemia due to other specified staphylococcus,894,A1081929
11910,Disorders of the sleep-wake schedule,894,A0689190
11911,Motorcycle rider injured in collision with car pick-up truck or van unspecified motorcycle rider nontraffic accident,816,A1005132
11912,Cardiomyopathy,1000,A0001711
11913,Cardiomyopathy unspecified,894,A0891517
11914,Adverse effect unspecified,894,A0859711
11915,Arteriovenous malformation of cerebral vessels,894,A0868466
11916,Anomalies of pupillary function,894,A0275109
11917,Ross River disease,894,A1073558
11918,Autoimmune thyroiditis,894,A0649810
11919,Disorders of sexual preference,1000,A0919653
11920,Disorder of sexual preference unspecified,894,A0689024
11921,Abnormal weight loss,894,A0637428
11922,Eczema herpeticum,894,A0409766
11923,Malignant neoplasm of rectum,894,A0269251
11924,Rheumatoid lung disease,894,A0784998
11925,Rheumatoid lung disease,816,A0784999
11926,Pain not elsewhere classified,1000,A1040573
11927,Leukoplakia and other disturbances of oral epithelium including tongue,894,A0986884
11928,Malignant melanoma of lower limb including hip,816,A0996257
11929,Malignant melanoma of upper limb including shoulder,816,A0996262
11930,Nonspecific urethritis,894,A0753917
11931,Dislocation of patella,894,A0919111
11932,Monoclonal gammopathy,894,A0009886
11933,International Statistical Classification of Diseases and Related Health Problems Tenth Revision (ICD-10),2000,A0974962
11934,Malignant neoplasm of ovary,894,A0269697
11935,Disorders of autonomic nervous system,1000,A0919578
11936,Disorder of autonomic nervous system unspecified,894,A0919280
11937,Respiratory failure unspecified,894,A1069720
11938,Care involving dialysis,1000,A0891634
11939,Effusion of joint,816,A0243276
11940,Ganglion,816,A0012276
11941,Aortic valve disorder unspecified,894,A0866684
11942,Infective dermatitis,894,A0723084
11943,Pneumococcal arthritis and polyarthritis,816,A1049908
11944,Late syphilis latent,894,A0268358
11945,Abnormalities of breathing,1000,A0852538
11946,Congenital absence of vagina,894,A0543819
11947,Congenital subluxation of hip unilateral,894,A0283347
11948,Trigonitis,894,A0007924
11949,Actinomycetoma,894,A0008159
11950,Family history of malignant neoplasm of breast,894,A0552877
11951,Contaminated medical or biological substance transfused or infused,816,A0905909
11952,Family history of malignant neoplasm,1000,A0552873
11953,Family history of malignant neoplasm unspecified,894,A0940164
11954,Iliotibial band syndrome,816,A0721542
11955,Overlapping lesion of vulva,816,A1036389
11956,Hyperkinetic disorders,1000,A0962713
11957,Hyperkinetic disorder unspecified,894,A0719252
11958,Disorder of pancreatic internal secretion unspecified,894,A0919420
11959,Small cell (diffuse),816,A1087373
11960,Small cleaved cell follicular,816,A1087379
11961,Malignant immunoproliferative diseases,894,A0996203
11962,Malignant immunoproliferative disease unspecified,816,A0996201
11963,Overlapping lesion of tonsil,816,A1036387
11964,In situ neoplasms,1154,A0722167
11965,Lymphocytic predominance,816,A0990905
11966,Mild cognitive disorder,894,A0744895
11967,Factitial dermatitis,894,A0004680
11968,Acquired keratosis [keratoderma] palmaris et plantaris,894,A0857802
11969,Fourth degree perineal laceration during delivery,894,A0946338
11970,Erysipeloid,1000,A0055748
11971,Erysipeloid unspecified,894,A0696088
11972,Legal execution,894,A0011938
11973,Chronic leukaemia of unspecified cell type,816,A0896224
11974,Periodic paralysis,894,A0575023
11975,Injury of unspecified blood vessel at lower leg level,894,A0971657
11976,Injury of blood vessels at lower leg level,1000,A0971078
11977,Injury of unspecified blood vessel of lower limb level unspecified,894,A0971671
11978,Varicose veins of lower extremities without ulcer or inflammation,894,A1116278
11979,Neonatal (disseminated) listeriosis,894,A1009952
11980,Lesion of ulnar nerve,894,A0273051
11981,Congenital malformation of intestine unspecified,894,A0903736
11982,Hepatitis A without hepatic coma,894,A0958739
11983,Subacute myeloid leukaemia,816,A0800837
11984,Chronic myeloproliferative disease,894,A0673233
11985,Insulin-dependent diabetes mellitus with unspecified complications,894,A0973439
11986,Non-insulin-dependent diabetes mellitus with unspecified complications,894,A1012356
11987,Lesion of medial popliteal nerve,894,A0273073
11988,General counselling and advice on contraception,894,A0950218
11989,Thoracoabdominal aortic aneurysm ruptured,894,A0806753
11990,Fracture of forearm,1000,A0946673
11991,Fracture of forearm part unspecified,894,A0946675
11992,Nonorganic hypersomnia,894,A1012776
11993,Prominent ear,894,A0777555
11994,Fibroadenosis of breast,894,A0242817
11995,Malignant melanoma of trunk,816,A0996259
11996,Benign mammary dysplasia,1000,A0242822
11997,Benign mammary dysplasia unspecified,894,A0653618
11998,After-cataract,894,A0265637
11999,Burn and corrosion of respiratory tract,894,A0883149
12000,Exomphalos,894,A0057109
12001,Venous insufficiency (chronic) (peripheral),894,A1116772
12002,Congenital absence of both forearm and hand,894,A0677989
12003,Trisomy 21 translocation,894,A1108172
12004,Mumps without complication,894,A0747699
12005,Lack of physical exercise,894,A0564089
12006,Single live birth,894,A1085942
12007,Single stillbirth,894,A1085987
12008,Underachievement in school,894,A1110845
12009,Acculturation difficulty,894,A0857308
12010,Examination of blood pressure,894,A0931125
12011,Carrier of diphtheria,894,A0891845
12012,Exposure to soil pollution,894,A0934242
12013,Bone donor,894,A0880797
12014,Bone marrow donor,894,A0880853
12015,Kidney donor,894,A0979240
12016,Blood donor,894,A0879845
12017,Periodic breathing,894,A0575011
12018,Dysphasia and aphasia,894,A0923290
12019,Loss of teeth due to accident extraction or local periodontal disease,894,A0989606
12020,Disorder of eye and adnexa unspecified,894,A0919341
12021,Diseases of the eye and adnexa,1414,A1411627
12022,Secondary polycythaemia,894,A0793797
12023,Nontraumatic extradural haemorrhage,894,A1013270
12024,Peripheral retinal degeneration,894,A0241360
12025,Dependence on respirator,894,A0547946
12026,Presence of orthopaedic joint implants,894,A1055066
12027,Injury of oculomotor nerve,894,A0561779
12028,Mucocutaneous leishmaniasis,894,A0568194
12029,Developmental disorder of scholastic skills unspecified,894,A0686318
12030,Sequelae of injury of spinal cord,894,A1082144
12031,Sequelae of poliomyelitis,1000,A0794522
12032,Sequelae of central nervous system tuberculosis,894,A0794491
12033,Sequelae of genitourinary tuberculosis,894,A0794494
12034,Sequelae of poisoning by drugs medicaments and biological substances,1000,A1082219
12035,Traumatic subdural haemorrhage,894,A1107543
12036,Phlebitis and thrombophlebitis,1000,A0241908
12037,Phlebitis and thrombophlebitis of unspecified site,894,A0241918
12038,Interstitial emphysema,894,A0242184
12039,Toxic effect of carbon monoxide,1000,A0244053
12040,Primary hyperaldosteronism,894,A0776644
12041,Primary generalized (osteo)arthrosis,816,A1055719
12042,Tinea cruris,894,A0001017
12043,Juvenile arthritis with systemic onset,816,A0978329
12044,Gastrojejunal ulcer,1000,A0277199
12045,Hearing loss unspecified,894,A0957774
12046,Atrioventricular septal defect,894,A0649289
12047,Cystocele,894,A0044777
12048,Accessory thumb(s),894,A0853993
12049,Haemorrhagic disorder due to circulating anticoagulants,894,A0713010
12050,Dementia in Pick's disease,894,A0685224
12051,Hydrops fetalis due to haemolytic disease,1000,A0962475
12052,Waterhouse-Friderichsen syndrome,894,A0471577
12053,Pigmented purpuric dermatosis,894,A0772658
12054,Contusion of thorax,894,A0906527
12055,Superficial injury of thorax,1000,A1094711
12056,Neonatal jaundice due to swallowed maternal blood,894,A1010164
12057,Other joint disorders,1000,A1030366
12058,Hypervitaminosis D,894,A0264942
12059,Dissociative [conversion] disorder unspecified,894,A0689410
12060,Dissociative [conversion] disorders,1000,A0919909
12061,Schizotypal disorder,1000,A0792870
12062,Breast engorgement of newborn,894,A0881884
12063,Syndrome of infant of mother with gestational diabetes,894,A1096958
12064,Obstructed labour due to locked twins,894,A1018381
12065,Chronic mucoid otitis media,894,A0275271
12066,Congenital malformations of gallbladder bile ducts and liver,1000,A0903881
12067,Meningococcal arthritis,816,A0742617
12068,Parosmia,894,A0004236
12069,Acute ischaemic heart disease unspecified,894,A0858292
12070,Chronic iridocyclitis,894,A0008110
